,evaluation
type,logistic_model
accuracy,0.6528628015844437
precision,0.391593100836174
recall,0.34325356026541476
f-score,0.29223920885080007
TPR,0.34325356026541476
FPR,0.3234659577636206
AUC,0.6179701243721133
,evaluation
type,logistic_model
accuracy,0.6431400792221822
precision,0.36213030793715256
recall,0.3418302799076747
f-score,0.2993461971242204
TPR,0.3418302799076747
FPR,0.32576610641045384
AUC,0.5976866775021147
,evaluation
type,logistic_model
accuracy,0.6575441123514584
precision,0.4016192455405805
recall,0.363483795579449
f-score,0.34051013657586204
TPR,0.363483795579449
FPR,0.3057750550735971
AUC,0.6070812804125367
,evaluation
type,logistic_model
accuracy,0.647821389989197
precision,0.38213453383010676
recall,0.3526772700433962
f-score,0.3230820678657856
TPR,0.3526772700433962
FPR,0.31601759733855544
AUC,0.5881375812750135
,evaluation
type,logistic_model
accuracy,0.6600648181490817
precision,0.3976674016479053
recall,0.36909351038660204
f-score,0.35039075062090025
TPR,0.36909351038660204
FPR,0.29808204446007486
AUC,0.6172015227279422
,evaluation
type,logistic_model
accuracy,0.6510622974432841
precision,0.38853512625768544
recall,0.3592195287112851
f-score,0.3355594658981993
TPR,0.3592195287112851
FPR,0.3096250189767724
AUC,0.5982301109120958
,evaluation
type,logistic_model
accuracy,0.6481814908174289
precision,0.38298838434708
recall,0.35304970952198095
f-score,0.32367965731121756
TPR,0.35304970952198095
FPR,0.31567501426215944
AUC,0.5881558382452808
,evaluation
type,logistic_model
accuracy,0.6575441123514584
precision,0.4016192455405805
recall,0.363483795579449
f-score,0.34051013657586204
TPR,0.363483795579449
FPR,0.3057750550735971
AUC,0.6070812804125367
,evaluation
type,logistic_model
accuracy,0.6510622974432841
precision,0.38853512625768544
recall,0.3592195287112851
f-score,0.3355594658981993
TPR,0.3592195287112851
FPR,0.3096250189767724
AUC,0.5982277677374302
,evaluation
type,logistic_model
accuracy,0.6600648181490817
precision,0.3976674016479053
recall,0.36909351038660204
f-score,0.35039075062090025
TPR,0.36909351038660204
FPR,0.29808204446007486
AUC,0.6172039325459034
,evaluation
type,logistic_model
accuracy,0.6607850198055456
precision,0.45586546737413575
recall,0.3476939307229538
f-score,0.29610095976375045
TPR,0.3476939307229538
FPR,0.31935031327995456
AUC,0.6336657517670573
,evaluation
type,logistic_model
accuracy,0.7097587324450846
precision,0.4487087750245646
recall,0.4467632449305701
f-score,0.4451669510342211
TPR,0.4467632449305701
FPR,0.22609745238361015
AUC,0.7246103016536206
,evaluation
type,logistic_model
accuracy,0.7493698235505941
precision,0.4852760888756264
recall,0.5145676687848646
f-score,0.49524336842610167
TPR,0.5145676687848646
FPR,0.1608340168612036
AUC,0.8083870493206265
,evaluation
type,logistic_model
accuracy,0.7504501260352899
precision,0.4869615378089955
recall,0.5171863064491488
f-score,0.4965767595538963
TPR,0.5171863064491488
FPR,0.15798613576119522
AUC,0.8023604971741084
,evaluation
type,logistic_model
accuracy,0.7245228664025928
precision,0.4603884879994367
recall,0.454526667409894
f-score,0.4537364265474319
TPR,0.454526667409894
FPR,0.21756555587471726
AUC,0.7193484427372682
,evaluation
type,logistic_model
accuracy,0.7551314368023047
precision,0.48767419067834444
recall,0.5156474129494977
f-score,0.49814229891493866
TPR,0.5156474129494977
FPR,0.15965481751535163
AUC,0.8058498522621781
,evaluation
type,logistic_model
accuracy,0.7504501260352899
precision,0.4869615378089955
recall,0.5171863064491488
f-score,0.4965767595538963
TPR,0.5171863064491488
FPR,0.15798613576119522
AUC,0.8023604971741084
,evaluation
type,logistic_model
accuracy,0.749729924378826
precision,0.4855692683288921
recall,0.5149401082634494
f-score,0.49553735506852853
TPR,0.5149401082634494
FPR,0.1604914337848076
AUC,0.8083867814278918
,evaluation
type,logistic_model
accuracy,0.7551314368023047
precision,0.48767419067834444
recall,0.5156474129494977
f-score,0.49814229891493866
TPR,0.5156474129494977
FPR,0.15965481751535163
AUC,0.8058498522621781
,evaluation
type,logistic_model
accuracy,0.7245228664025928
precision,0.4603884879994367
recall,0.454526667409894
f-score,0.4537364265474319
TPR,0.454526667409894
FPR,0.21756555587471726
AUC,0.7193484427372682
,evaluation
type,decisiontree_model
accuracy,0.8581202736766295
precision,0.7941773913941468
recall,0.6554423563144097
f-score,0.6956766101377996
TPR,0.6554423563144097
FPR,0.10796694659745214
AUC,0.9044838200460589
